+----------------------------+-------------------------------------------------+--------------------------------------------+--------------------------------------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                                                         |
| of the Block class in question. The actual final values may be different                                                                                               |
| for different states of the block, or they may depend on a TileEntity etc.                                                                                             |
+----------------------------+-------------------------------------------------+--------------------------------------------+--------------------------------------------+
| Mod name                   | Registry name                                   |                                   Hardness |                                 Resistance |
| Thaumcraft                 | thaumcraft:dioptra                              |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:effect_glimmer                       |                                       1.50 |                                     999.00 |
| Thaumcraft                 | thaumcraft:effect_sap                           |                                       1.50 |                                     999.00 |
| Thaumcraft                 | thaumcraft:effect_shock                         |                                       1.50 |                                     999.00 |
| Thaumcraft                 | thaumcraft:empty                                |                                       0.50 |                                       7.50 |
| Thaumcraft                 | thaumcraft:essentia_input                       |                                       1.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:essentia_output                      |                                       1.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:everfull_urn                         |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:flesh_block                          |                                       0.25 |                                       6.00 |
| Thaumcraft                 | thaumcraft:flux_goo                             |                                       0.00 |                                       0.00 |
| Thaumcraft                 | thaumcraft:golem_builder                        |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:grass_ambient                        |                                       0.60 |                                       3.00 |
| Thaumcraft                 | thaumcraft:hole                                 |                                      -1.00 |                                18000000.00 |
| Thaumcraft                 | thaumcraft:hungry_chest                         |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:infernal_furnace                     |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:infusion_matrix                      |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:inlay                                |                                       0.50 |                                       7.50 |
| Thaumcraft                 | thaumcraft:jar_brain                            |                                       0.30 |                                      60.00 |
| Thaumcraft                 | thaumcraft:jar_normal                           |                                       0.30 |                                      60.00 |
| Thaumcraft                 | thaumcraft:jar_void                             |                                       0.30 |                                      60.00 |
| Thaumcraft                 | thaumcraft:lamp_arcane                          |                                       1.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:lamp_fertility                       |                                       1.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:lamp_growth                          |                                       1.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:leaves_greatwood                     |                                       0.20 |                                       1.00 |
| Thaumcraft                 | thaumcraft:leaves_silverwood                    |                                       0.20 |                                       1.00 |
| Thaumcraft                 | thaumcraft:levitator                            |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:liquid_death                         |                                       0.00 |                                       0.00 |
| Thaumcraft                 | thaumcraft:log_greatwood                        |                                       2.00 |                                      15.00 |
| Thaumcraft                 | thaumcraft:log_silverwood                       |                                       2.00 |                                      15.00 |
| Thaumcraft                 | thaumcraft:loot_crate_common                    |                                       0.15 |                                       0.00 |
| Thaumcraft                 | thaumcraft:loot_crate_rare                      |                                       0.15 |                                       0.00 |
| Thaumcraft                 | thaumcraft:loot_crate_uncommon                  |                                       0.15 |                                       0.00 |
| Thaumcraft                 | thaumcraft:loot_urn_common                      |                                       0.15 |                                       0.00 |
| Thaumcraft                 | thaumcraft:loot_urn_rare                        |                                       0.15 |                                       0.00 |
| Thaumcraft                 | thaumcraft:loot_urn_uncommon                    |                                       0.15 |                                       0.00 |
| Thaumcraft                 | thaumcraft:matrix_cost                          |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:matrix_speed                         |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:metal_alchemical                     |                                       4.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:metal_alchemical_advanced            |                                       4.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:metal_brass                          |                                       4.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:metal_thaumium                       |                                       4.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:metal_void                           |                                       4.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:mirror                               |                                       0.10 |                                      60.00 |
| Thaumcraft                 | thaumcraft:mirror_essentia                      |                                       0.10 |                                      60.00 |
| Thaumcraft                 | thaumcraft:nitor_black                          |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_blue                           |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_brown                          |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_cyan                           |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_gray                           |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_green                          |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_lightblue                      |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_lime                           |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_magenta                        |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_orange                         |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_pink                           |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_purple                         |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_red                            |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_silver                         |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_white                          |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:nitor_yellow                         |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:ore_amber                            |                                       1.50 |                                      15.00 |
| Thaumcraft                 | thaumcraft:ore_cinnabar                         |                                       2.00 |                                      15.00 |
| Thaumcraft                 | thaumcraft:ore_quartz                           |                                       3.00 |                                      15.00 |
| Thaumcraft                 | thaumcraft:pattern_crafter                      |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:paving_stone_barrier                 |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:paving_stone_travel                  |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:pedestal_ancient                     |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:pedestal_arcane                      |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:pedestal_eldritch                    |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:pillar_ancient                       |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:pillar_arcane                        |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:pillar_eldritch                      |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:placeholder_anvil                    |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:placeholder_bars                     |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:placeholder_brick                    |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:placeholder_cauldron                 |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:placeholder_obsidian                 |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:placeholder_table                    |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:plank_greatwood                      |                                       2.00 |                                      10.00 |
| Thaumcraft                 | thaumcraft:plank_silverwood                     |                                       2.00 |                                      10.00 |
| Thaumcraft                 | thaumcraft:potion_sprayer                       |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:purifying_fluid                      |                                       0.00 |                                       0.00 |
| Thaumcraft                 | thaumcraft:recharge_pedestal                    |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:redstone_relay                       |                                       0.00 |                                       0.00 |
| Thaumcraft                 | thaumcraft:research_table                       |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:sapling_greatwood                    |                                       0.00 |                                       0.00 |
| Thaumcraft                 | thaumcraft:sapling_silverwood                   |                                       0.00 |                                       0.00 |
| Thaumcraft                 | thaumcraft:shimmerleaf                          |                                       0.00 |                                       0.00 |
| Thaumcraft                 | thaumcraft:slab_ancient                         |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:slab_arcane_brick                    |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:slab_arcane_stone                    |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:slab_double_ancient                  |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:slab_double_arcane_brick             |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:slab_double_arcane_stone             |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:slab_double_eldritch                 |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:slab_double_greatwood                |                                       1.20 |                                       6.00 |
| Thaumcraft                 | thaumcraft:slab_double_silverwood               |                                       1.00 |                                       6.00 |
| Thaumcraft                 | thaumcraft:slab_eldritch                        |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:slab_greatwood                       |                                       1.20 |                                       6.00 |
| Thaumcraft                 | thaumcraft:slab_silverwood                      |                                       1.00 |                                       6.00 |
| Thaumcraft                 | thaumcraft:smelter_aux                          |                                       1.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:smelter_basic                        |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:smelter_thaumium                     |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:smelter_vent                         |                                       1.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:smelter_void                         |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:spa                                  |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:stabilizer                           |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:stairs_ancient                       |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stairs_arcane                        |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stairs_arcane_brick                  |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stairs_greatwood                     |                                       2.00 |                                      10.00 |
| Thaumcraft                 | thaumcraft:stairs_silverwood                    |                                       2.00 |                                      10.00 |
| Thaumcraft                 | thaumcraft:stone_ancient                        |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stone_ancient_doorway                |                                      -1.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stone_ancient_glyphed                |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stone_ancient_rock                   |                                      -1.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stone_ancient_tile                   |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stone_arcane                         |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stone_arcane_brick                   |                                       2.00 |                                      30.00 |
| Thaumcraft                 | thaumcraft:stone_eldritch_tile                  |                                      15.00 |                                    3000.00 |
| Thaumcraft                 | thaumcraft:stone_porous                         |                                       1.00 |                                      15.00 |
| Thaumcraft                 | thaumcraft:table_stone                          |                                       2.50 |                                      12.50 |
| Thaumcraft                 | thaumcraft:table_wood                           |                                       2.00 |                                      10.00 |
| Thaumcraft                 | thaumcraft:taint_crust                          |                                      10.00 |                                     300.00 |
| Thaumcraft                 | thaumcraft:taint_feature                        |                                       0.10 |                                       7.50 |
| Thaumcraft                 | thaumcraft:taint_fibre                          |                                       1.00 |                                       5.00 |
| Thaumcraft                 | thaumcraft:taint_geyser                         |                                      10.00 |                                     300.00 |
| Thaumcraft                 | thaumcraft:taint_log                            |                                       3.00 |                                     300.00 |
| Thaumcraft                 | thaumcraft:taint_rock                           |                                      10.00 |                                     300.00 |
| Thaumcraft                 | thaumcraft:taint_soil                           |                                      10.00 |                                     300.00 |
| Thaumcraft                 | thaumcraft:thaumatorium                         |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:thaumatorium_top                     |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:tube                                 |                                       0.50 |                                      15.00 |
| Thaumcraft                 | thaumcraft:tube_buffer                          |                                       0.50 |                                      15.00 |
| Thaumcraft                 | thaumcraft:tube_filter                          |                                       0.50 |                                      15.00 |
| Thaumcraft                 | thaumcraft:tube_oneway                          |                                       0.50 |                                      15.00 |
| Thaumcraft                 | thaumcraft:tube_restrict                        |                                       0.50 |                                      15.00 |
| Thaumcraft                 | thaumcraft:tube_valve                           |                                       0.50 |                                      15.00 |
| Thaumcraft                 | thaumcraft:vis_battery                          |                                       0.50 |                                       2.50 |
| Thaumcraft                 | thaumcraft:vis_generator                        |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:vishroom                             |                                       0.00 |                                       0.00 |
| Thaumcraft                 | thaumcraft:void_siphon                          |                                       2.00 |                                      60.00 |
| Thaumcraft                 | thaumcraft:wand_workbench                       |                                       2.00 |                                      60.00 |
| The Twilight Forest        | twilightforest:aurora_block                     |                                       2.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:aurora_pillar                    |                                       2.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:aurora_slab                      |                                       2.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:auroralized_glass                |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:block_storage                    |                                       5.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:boss_spawner                     |                                      -1.00 |                                     100.00 |
| The Twilight Forest        | twilightforest:burnt_thorns                     |                                       0.01 |                                       0.00 |
| The Twilight Forest        | twilightforest:canopy_button                    |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:canopy_door                      |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:canopy_doubleslab                |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:canopy_fence                     |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:canopy_gate                      |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:canopy_planks                    |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:canopy_plate                     |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:canopy_slab                      |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:canopy_stairs                    |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:canopy_trapdoor                  |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:castle_brick                     |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_door                      |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_door_vanished             |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_pillar                    |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_rune_brick                |                                     100.00 |                                      45.00 |
| The Twilight Forest        | twilightforest:castle_stairs                    |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_stairs_brick              |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_stairs_cracked            |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_stairs_mossy              |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_stairs_worn               |                                     100.00 |                                     105.00 |
| The Twilight Forest        | twilightforest:castle_unlock                    |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:cicada                           |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:cinder_furnace                   |                                       7.00 |                                      35.00 |
| The Twilight Forest        | twilightforest:cinder_furnace_lit               |                                       7.00 |                                      35.00 |
| The Twilight Forest        | twilightforest:cinder_log                       |                                       1.00 |                                      10.00 |
| The Twilight Forest        | twilightforest:dark_button                      |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:dark_door                        |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:dark_doubleslab                  |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:dark_fence                       |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:dark_gate                        |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:dark_leaves                      |                                       2.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:dark_planks                      |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:dark_plate                       |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:dark_slab                        |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:dark_stairs                      |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:dark_trapdoor                    |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:deadrock                         |                                     100.00 |                                18000000.00 |
| The Twilight Forest        | twilightforest:double_aurora_slab               |                                       2.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:etched_nagastone                 |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:etched_nagastone_mossy           |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:etched_nagastone_weathered       |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:experiment_115                   |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:fiery_essence                    |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:fire_jet                         |                                       1.50 |                                       7.50 |
| The Twilight Forest        | twilightforest:firefly                          |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:firefly_jar                      |                                       0.30 |                                       1.50 |
| The Twilight Forest        | twilightforest:fluffy_cloud                     |                                       0.80 |                                       4.00 |
| The Twilight Forest        | twilightforest:force_field                      |                                      -1.00 |                                   Infinity |
| The Twilight Forest        | twilightforest:giant_cobblestone                |                                     128.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:giant_leaves                     |                                      12.80 |                                      64.00 |
| The Twilight Forest        | twilightforest:giant_log                        |                                     128.00 |                                     640.00 |
| The Twilight Forest        | twilightforest:giant_obsidian                   |                                  204800.00 |                                24576000.00 |
| The Twilight Forest        | twilightforest:hedge                            |                                       2.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:huge_lilypad                     |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:huge_mushgloom                   |                                       0.20 |                                       1.00 |
| The Twilight Forest        | twilightforest:huge_stalk                       |                                       1.25 |                                      21.00 |
| The Twilight Forest        | twilightforest:huge_waterlily                   |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:iron_ladder                      |                                       5.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:knightmetal_block                |                                       5.00 |                                     123.00 |
| The Twilight Forest        | twilightforest:lapis_block                      |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:magic_leaves                     |                                       0.20 |                                       1.00 |
| The Twilight Forest        | twilightforest:magic_log                        |                                       2.00 |                                      10.00 |
| The Twilight Forest        | twilightforest:magic_log_core                   |                                       2.00 |                                      10.00 |
| The Twilight Forest        | twilightforest:mangrove_button                  |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:mangrove_door                    |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mangrove_doubleslab              |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mangrove_fence                   |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mangrove_gate                    |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mangrove_planks                  |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mangrove_plate                   |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:mangrove_slab                    |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mangrove_stairs                  |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mangrove_trapdoor                |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:maze_stone                       |                                     100.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mine_button                      |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:mine_door                        |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mine_doubleslab                  |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mine_fence                       |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mine_gate                        |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mine_planks                      |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mine_plate                       |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:mine_slab                        |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mine_stairs                      |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:mine_trapdoor                    |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:miniature_structure              |                                       0.75 |                                       3.75 |
| The Twilight Forest        | twilightforest:molten_fierymetal                |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:molten_knightmetal               |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:moonworm                         |                                       0.00 |                                       0.00 |
| The Twilight Forest        | twilightforest:naga_stone                       |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:nagastone_pillar                 |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:nagastone_pillar_mossy           |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:nagastone_pillar_weathered       |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:nagastone_stairs                 |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:nagastone_stairs_mossy           |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:nagastone_stairs_weathered       |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:root                             |                                       2.00 |                                      10.00 |
| The Twilight Forest        | twilightforest:slider                           |                                       2.00 |                                      30.00 |
| The Twilight Forest        | twilightforest:sort_button                      |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:sort_door                        |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:sort_doubleslab                  |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:sort_fence                       |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:sort_gate                        |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:sort_planks                      |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:sort_plate                       |                                       0.50 |                                       2.50 |
| The Twilight Forest        | twilightforest:sort_slab                        |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:sort_stairs                      |                                       2.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:sort_trapdoor                    |                                       3.00 |                                      15.00 |
| The Twilight Forest        | twilightforest:spiral_bricks                    |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:stone_twist                      |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:stone_twist_thin                 |                                       1.50 |                                      30.00 |
| The Twilight Forest        | twilightforest:stronghold_shield                |                                      -1.00 |                                18000000.00 |
| The Twilight Forest        | twilightforest:terrorcotta_circle               |                                       1.70 |                                       8.50 |
| The Twilight Forest        | twilightforest:terrorcotta_diagonal             |                                       1.70 |                                       8.50 |
| The Twilight Forest        | twilightforest:thorn_rose                       |                                      10.00 |                                      50.00 |
