+------------------------------------+-------------------------------------------------+----------+---------------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------+
| OreDict Key                        | Registry name                                   | Meta/dmg | Display name                                | NBT                                                                                                                                         |
| prismarineBrick                    | chisel:prismarine1                              |        7 | Prismarine                                  |                                                                                                                                             |
| prismarineBrick                    | chisel:prismarine1                              |        8 | Prismarine                                  |                                                                                                                                             |
| prismarineBrick                    | chisel:prismarine1                              |        9 | Prismarine                                  |                                                                                                                                             |
| prismarineBrick                    | chisel:prismarine2                              |        0 | Prismarine                                  |                                                                                                                                             |
| prismarineBrick                    | chisel:prismarine2                              |        1 | Prismarine                                  |                                                                                                                                             |
| prismarineBrick                    | chisel:prismarine2                              |        2 | Prismarine                                  |                                                                                                                                             |
| prismarineBrick                    | chisel:prismarine2                              |        3 | Prismarine                                  |                                                                                                                                             |
| prismarineBrick                    | chisel:prismarine2                              |        4 | Prismarine                                  |                                                                                                                                             |
| prismarineBrick                    | chisel:prismarine2                              |        5 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        0 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        1 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        2 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        3 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        4 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        5 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        6 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        7 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        8 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |        9 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |       10 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |       11 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |       12 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |       13 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |       14 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine                               |       15 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        0 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        1 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        2 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        3 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        4 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        5 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        6 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        7 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        8 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine1                              |        9 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine2                              |        0 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine2                              |        1 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine2                              |        2 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine2                              |        3 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine2                              |        4 | Prismarine                                  |                                                                                                                                             |
| prismarineDark                     | chisel:prismarine2                              |        5 | Prismarine                                  |                                                                                                                                             |
| quicksilver                        | thaumcraft:quicksilver                          |        0 | Quicksilver                                 |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_black                          |        0 | Black Rat Hammock                           |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_blue                           |        0 | Blue Rat Hammock                            |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_brown                          |        0 | Brown Rat Hammock                           |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_cyan                           |        0 | Cyan Rat Hammock                            |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_gray                           |        0 | Gray Rat Hammock                            |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_green                          |        0 | Green Rat Hammock                           |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_light_blue                     |        0 | Light Blue Rat Hammock                      |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_lime                           |        0 | Lime Rat Hammock                            |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_magenta                        |        0 | Magenta Rat Hammock                         |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_orange                         |        0 | Orange Rat Hammock                          |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_pink                           |        0 | Pink Rat Hammock                            |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_purple                         |        0 | Purple Rat Hammock                          |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_red                            |        0 | Red Rat Hammock                             |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_silver                         |        0 | Light Gray Rat Hammock                      |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_white                          |        0 | White Rat Hammock                           |                                                                                                                                             |
| ratHammock                         | rats:rat_hammock_yellow                         |        0 | Yellow Rat Hammock                          |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_black                            |        0 | Black Rat Igloo                             |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_blue                             |        0 | Blue Rat Igloo                              |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_brown                            |        0 | Brown Rat Igloo                             |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_cyan                             |        0 | Cyan Rat Igloo                              |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_gray                             |        0 | Gray Rat Igloo                              |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_green                            |        0 | Green Rat Igloo                             |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_light_blue                       |        0 | Light Blue Rat Igloo                        |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_lime                             |        0 | Lime Rat Igloo                              |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_magenta                          |        0 | Magenta Rat Igloo                           |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_orange                           |        0 | Orange Rat Igloo                            |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_pink                             |        0 | Pink Rat Igloo                              |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_purple                           |        0 | Purple Rat Igloo                            |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_red                              |        0 | Red Rat Igloo                               |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_silver                           |        0 | Light Gray Rat Igloo                        |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_white                            |        0 | White Rat Igloo                             |                                                                                                                                             |
| ratIgloo                           | rats:rat_igloo_yellow                           |        0 | Yellow Rat Igloo                            |                                                                                                                                             |
| ratPoop                            | rats:rat_nugget                                 |        0 | Rat §o"Nugget"                              |                                                                                                                                             |
| ratPoop                            | rats:rat_nugget_ore                             |        0 | Amber §o"Nugget"                            | {OreItem:{id:"thaumcraft:ore_amber",Count:1b,Damage:0s},IngotItem:{id:"thaumcraft:amber",Count:1b,Damage:0s}}                               |
| ratPoop                            | rats:rat_nugget_ore                             |        1 | Ardite §o"Nugget"                           | {OreItem:{id:"tconstruct:ore",Count:1b,Damage:1s},IngotItem:{id:"tconstruct:ingots",Count:1b,Damage:1s}}                                    |
| ratPoop                            | rats:rat_nugget_ore                             |        2 | Knightmetal §o"Nugget"                      | {OreItem:{id:"twilightforest:armor_shard_cluster",Count:1b,Damage:0s},IngotItem:{id:"twilightforest:knightmetal_ingot",Count:1b,Damage:0s}} |
| ratPoop                            | rats:rat_nugget_ore                             |        3 | Black Diamond §o"Nugget"                    | {OreItem:{id:"earthenbounty:black_diamond_ore",Count:1b,Damage:0s},IngotItem:{id:"earthenbounty:black_diamond_item",Count:1b,Damage:0s}}    |
| ratPoop                            | rats:rat_nugget_ore                             |        4 | Quicksilver §o"Nugget"                      | {OreItem:{id:"thaumcraft:ore_cinnabar",Count:1b,Damage:0s},IngotItem:{id:"thaumcraft:quicksilver",Count:1b,Damage:0s}}                      |
| ratPoop                            | rats:rat_nugget_ore                             |        5 | Coal §o"Nugget"                             | {OreItem:{id:"minecraft:coal_ore",Count:1b,Damage:0s},IngotItem:{id:"minecraft:coal",Count:1b,Damage:0s}}                                   |
| ratPoop                            | rats:rat_nugget_ore                             |        6 | Cobalt §o"Nugget"                           | {OreItem:{id:"tconstruct:ore",Count:1b,Damage:0s},IngotItem:{id:"tconstruct:ingots",Count:1b,Damage:0s}}                                    |
| ratPoop                            | rats:rat_nugget_ore                             |        7 | Diamond §o"Nugget"                          | {OreItem:{id:"minecraft:diamond_ore",Count:1b,Damage:0s},IngotItem:{id:"minecraft:diamond",Count:1b,Damage:0s}}                             |
| ratPoop                            | rats:rat_nugget_ore                             |        8 | Emerald §o"Nugget"                          | {OreItem:{id:"minecraft:emerald_ore",Count:1b,Damage:0s},IngotItem:{id:"minecraft:emerald",Count:1b,Damage:0s}}                             |
| ratPoop                            | rats:rat_nugget_ore                             |        9 | Gold §o"Nugget"                             | {OreItem:{id:"minecraft:gold_ore",Count:1b,Damage:0s},IngotItem:{id:"minecraft:gold_ingot",Count:1b,Damage:0s}}                             |
| ratPoop                            | rats:rat_nugget_ore                             |       10 | Hephaestite Shard §o"Nugget"                | {OreItem:{id:"defiledlands:hephaestite_ore",Count:1b,Damage:0s},IngotItem:{id:"defiledlands:hephaestite",Count:2b,Damage:0s}}               |
| ratPoop                            | rats:rat_nugget_ore                             |       11 | Iron §o"Nugget"                             | {OreItem:{id:"minecraft:iron_ore",Count:1b,Damage:0s},IngotItem:{id:"minecraft:iron_ingot",Count:1b,Damage:0s}}                             |
| ratPoop                            | rats:rat_nugget_ore                             |       12 | Lapis Lazuli §o"Nugget"                     | {OreItem:{id:"minecraft:lapis_ore",Count:1b,Damage:0s},IngotItem:{id:"minecraft:dye",Count:1b,Damage:4s}}                                   |
| ratPoop                            | rats:rat_nugget_ore                             |       13 | Mithril §o"Nugget"                          | {OreItem:{id:"earthenbounty:mithril_ore",Count:1b,Damage:0s},IngotItem:{id:"earthenbounty:mithril_ingot",Count:1b,Damage:0s}}               |
| ratPoop                            | rats:rat_nugget_ore                             |       14 | Nether Quartz §o"Nugget"                    | {OreItem:{id:"minecraft:quartz_ore",Count:1b,Damage:0s},IngotItem:{id:"minecraft:quartz",Count:1b,Damage:0s}}                               |
| ratPoop                            | rats:rat_nugget_ore                             |       15 | Platinum §o"Nugget"                         | {OreItem:{id:"earthenbounty:platinum_ore",Count:1b,Damage:0s},IngotItem:{id:"earthenbounty:platinum_ingot",Count:1b,Damage:0s}}             |
| ratPoop                            | rats:rat_nugget_ore                             |       16 | Ironwood §o"Nugget"                         | {OreItem:{id:"twilightforest:ironwood_raw",Count:1b,Damage:0s},IngotItem:{id:"twilightforest:ironwood_ingot",Count:2b,Damage:0s}}           |
| ratPoop                            | rats:rat_nugget_ore                             |       17 | Redstone §o"Nugget"                         | {OreItem:{id:"minecraft:redstone_ore",Count:1b,Damage:0s},IngotItem:{id:"minecraft:redstone",Count:1b,Damage:0s}}                           |
| ratPoop                            | rats:rat_nugget_ore                             |       18 | Salt §o"Nugget"                             | {OreItem:{id:"earthenbounty:salt_ore",Count:1b,Damage:0s},IngotItem:{id:"earthenbounty:salt_item",Count:3b,Damage:0s}}                      |
| ratPoop                            | rats:rat_nugget_ore                             |       19 | Sapphire §o"Nugget"                         | {OreItem:{id:"iceandfire:sapphire_ore",Count:1b,Damage:0s},IngotItem:{id:"iceandfire:sapphire_gem",Count:1b,Damage:0s}}                     |
| ratPoop                            | rats:rat_nugget_ore                             |       20 | Scarlite §o"Nugget"                         | {OreItem:{id:"defiledlands:scarlite_ore",Count:1b,Damage:0s},IngotItem:{id:"defiledlands:scarlite",Count:1b,Damage:0s}}                     |
| ratPoop                            | rats:rat_nugget_ore                             |       21 | Silver §o"Nugget"                           | {OreItem:{id:"iceandfire:silver_ore",Count:1b,Damage:0s},IngotItem:{id:"iceandfire:silver_ingot",Count:1b,Damage:0s}}                       |
| ratPoop                            | rats:rat_nugget_ore                             |       22 | Umbrium §o"Nugget"                          | {OreItem:{id:"defiledlands:umbrium_ore",Count:1b,Damage:0s},IngotItem:{id:"defiledlands:umbrium_ingot",Count:1b,Damage:0s}}                 |
| ratTube                            | rats:rat_tube_black                             |        0 | Black Rat Tube                              |                                                                                                                                             |
| ratTube                            | rats:rat_tube_blue                              |        0 | Blue Rat Tube                               |                                                                                                                                             |
| ratTube                            | rats:rat_tube_brown                             |        0 | Brown Rat Tube                              |                                                                                                                                             |
| ratTube                            | rats:rat_tube_cyan                              |        0 | Cyan Rat Tube                               |                                                                                                                                             |
| ratTube                            | rats:rat_tube_gray                              |        0 | Gray Rat Tube                               |                                                                                                                                             |
| ratTube                            | rats:rat_tube_green                             |        0 | Green Rat Tube                              |                                                                                                                                             |
| ratTube                            | rats:rat_tube_light_blue                        |        0 | Light Blue Rat Tube                         |                                                                                                                                             |
| ratTube                            | rats:rat_tube_lime                              |        0 | Lime Rat Tube                               |                                                                                                                                             |
| ratTube                            | rats:rat_tube_magenta                           |        0 | Magenta Rat Tube                            |                                                                                                                                             |
| ratTube                            | rats:rat_tube_orange                            |        0 | Orange Rat Tube                             |                                                                                                                                             |
| ratTube                            | rats:rat_tube_pink                              |        0 | Pink Rat Tube                               |                                                                                                                                             |
| ratTube                            | rats:rat_tube_purple                            |        0 | Purple Rat Tube                             |                                                                                                                                             |
| ratTube                            | rats:rat_tube_red                               |        0 | Red Rat Tube                                |                                                                                                                                             |
| ratTube                            | rats:rat_tube_silver                            |        0 | Light Gray Rat Tube                         |                                                                                                                                             |
| ratTube                            | rats:rat_tube_white                             |        0 | White Rat Tube                              |                                                                                                                                             |
| ratTube                            | rats:rat_tube_yellow                            |        0 | Yellow Rat Tube                             |                                                                                                                                             |
| rawTurkey                          | familiarfauna:turkey_leg_raw                    |        0 | Raw Turkey Leg                              |                                                                                                                                             |
| rawVenison                         | familiarfauna:venison_raw                       |        0 | Raw Venison                                 |                                                                                                                                             |
| record                             | minecraft:record_11                             |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_13                             |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_blocks                         |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_cat                            |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_chirp                          |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_far                            |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_mall                           |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_mellohi                        |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_stal                           |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_strad                          |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_wait                           |        0 | Music Disc                                  |                                                                                                                                             |
| record                             | minecraft:record_ward                           |        0 | Music Disc                                  |                                                                                                                                             |
| ringIron                           | bountifulbaubles:ringiron                       |        0 | Iron Ring                                   |                                                                                                                                             |
| rock                               | cyclicmagic:stone_pebble                        |        0 | Pebble                                      |                                                                                                                                             |
| rock                               | notreepunching:rock/andesite                    |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rock                               | notreepunching:rock/basalt                      |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rock                               | notreepunching:rock/diorite                     |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rock                               | notreepunching:rock/granite                     |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rock                               | notreepunching:rock/limestone                   |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rock                               | notreepunching:rock/marble                      |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rock                               | notreepunching:rock/red_sandstone               |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rock                               | notreepunching:rock/sandstone                   |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rock                               | notreepunching:rock/stone                       |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockAndesite                       | notreepunching:rock/andesite                    |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockBasalt                         | notreepunching:rock/basalt                      |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockDiorite                        | notreepunching:rock/diorite                     |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockGranite                        | notreepunching:rock/granite                     |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockLimestone                      | notreepunching:rock/limestone                   |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockMarble                         | notreepunching:rock/marble                      |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockRedSandstone                   | notreepunching:rock/red_sandstone               |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockSandstone                      | notreepunching:rock/sandstone                   |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rockStone                          | notreepunching:rock/stone                       |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rodStone                           | tconstruct:stone_stick                          |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| rottenflesh                        | minecraft:rotten_flesh                          |        0 | Rotten Flesh                                |                                                                                                                                             |
| salmonRaw                          | minecraft:fish                                  |        0 | Raw Fish                                    |                                                                                                                                             |
| salmonRaw                          | minecraft:salmon                                |        0 | Raw Salmon                                  |                                                                                                                                             |
| salt                               | animania:salt                                   |        0 | Salt                                        |                                                                                                                                             |
| salt                               | earthenbounty:salt_item                         |        0 | Salt                                        |                                                                                                                                             |
| sand                               | minecraft:sand                                  |    32767 | (WILDCARD)                                  |                                                                                                                                             |
| sandDefiled                        | defiledlands:sand_defiled                       |        0 | Defiled Sand                                |                                                                                                                                             |
| sandstone                          | chisel:sandstone-scribbles                      |        0 | Sandstone Scribbles                         |                                                                                                                                             |
