+----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------------------------------+
| ID                                                                   | Name                                                                                                                   | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                          |
| rats:rats/gem_of_ratlantis                                           | [Closer to Godliness]                                                                                                  | Craft the Gem of Ratlantis from Ratglove Petals and Emeralds                                                                                                                                                                                                                                                                                                                                                     | rats:rats/ratglove_petals                       |
| rats:rats/marbled_cheese_golem                                       | [Man(or Rat) vs Machine]                                                                                               | Kill a Ratlantean Automaton                                                                                                                                                                                                                                                                                                                                                                                      | rats:rats/marbled_cheese_golem_core             |
| rats:rats/marbled_cheese_golem_core                                  | [We can Rebuild...]                                                                                                    | Craft a Ratlantean Automaton Core! Now, place a Raltantean Automaton Head on top and surround the core with Marbled Cheese!                                                                                                                                                                                                                                                                                      | rats:rats/gem_of_ratlantis                      |
| rats:rats/milk_cauldron                                              | [Curdling Time]                                                                                                        | Pour milk into a cauldron and wait for it to turn to cheese                                                                                                                                                                                                                                                                                                                                                      | rats:rats/root                                  |
| rats:rats/neoratlantean                                              | [But Man am I Bad at Math]                                                                                             | Kill the Neo-Ratlantean.                                                                                                                                                                                                                                                                                                                                                                                         | rats:rats/vial_of_sentience                     |
| rats:rats/piper                                                      | [Pay the Piper]                                                                                                        | Encounter a rat-controlling fiend                                                                                                                                                                                                                                                                                                                                                                                | rats:rats/root                                  |
| rats:rats/pirat                                                      | [Are You Ready Kids?]                                                                                                  | Encounter the Pirat, a swashbuckling, sea-faring rat                                                                                                                                                                                                                                                                                                                                                             | rats:rats/ratlantis                             |
| rats:rats/plague                                                     | [Down with the Sickness!]                                                                                              | Catch the plague from a Plague Rat                                                                                                                                                                                                                                                                                                                                                                               | rats:rats/root                                  |
| rats:rats/plague_cure                                                | [The Medieval Treatment]                                                                                               | Find a possible cure for the plague                                                                                                                                                                                                                                                                                                                                                                              | rats:rats/plaguedoctor                          |
| rats:rats/plaguedoctor                                               | [I AM THE CURE!]                                                                                                       | Find a Plague Doctor in a village                                                                                                                                                                                                                                                                                                                                                                                | rats:rats/plague                                |
| rats:rats/rat_cage                                                   | [Despite All My Rage...]                                                                                               | Craft a rat cage, used for breeding rats                                                                                                                                                                                                                                                                                                                                                                         | rats:rats/tame_rat                              |
| rats:rats/rat_cage_decoration                                        | [A Gilded Cage]                                                                                                        | Place a rat cage decoration in a Rat Cage                                                                                                                                                                                                                                                                                                                                                                        | rats:rats/rat_cage                              |
| rats:rats/rat_cooking                                                | [Anyone Can Cook]                                                                                                      | Obtain one of two rare gourmet foods prepared by a rat chef                                                                                                                                                                                                                                                                                                                                                      | rats:rats/rat_upgrade_chef                      |
| rats:rats/rat_crafting_table                                         | [Rat Auto-Crafting]                                                                                                    | Craft a Rat Crafting Table                                                                                                                                                                                                                                                                                                                                                                                       | rats:rats/rat_upgrade_crafting                  |
| rats:rats/rat_music_disc                                             | [Rat Tunes]                                                                                                            | Get a music disc by killing a Pied Piper with a rat                                                                                                                                                                                                                                                                                                                                                              | rats:rats/piper                                 |
| rats:rats/rat_trap                                                   | [An Effective Classic]                                                                                                 | Craft a rat trap                                                                                                                                                                                                                                                                                                                                                                                                 | rats:rats/root                                  |
| rats:rats/rat_upgrade_archeologist                                   | [Alterior Motive]                                                                                                      | Craft Rat Upgrade: Archeologist, enabling an alternative to Ratlantis                                                                                                                                                                                                                                                                                                                                            | rats:rats/token                                 |
| rats:rats/rat_upgrade_basic                                          | [Rat Specialization]                                                                                                   | Craft Rat Upgrade: Basic, used to craft advanced rat upgrades                                                                                                                                                                                                                                                                                                                                                    | rats:rats/tame_rat                              |
| rats:rats/rat_upgrade_chef                                           | [The Rat is the Cook!]                                                                                                 | Craft a Rat Upgrade: Chef, which makes rats cook held items                                                                                                                                                                                                                                                                                                                                                      | rats:rats/rat_upgrade_basic                     |
| rats:rats/rat_upgrade_crafting                                       | [Crafty Rats!]                                                                                                         | Craft Rat Upgrade: Crafting, the first step in rat auto-crafting                                                                                                                                                                                                                                                                                                                                                 | rats:rats/rat_upgrade_basic                     |
| rats:rats/rat_upgrade_flight                                         | [Essentially Pigeons]                                                                                                  | Craft a Rat Upgrade: Flight, enabling rats to take to the skies                                                                                                                                                                                                                                                                                                                                                  | rats:rats/rat_upgrade_basic                     |
| rats:rats/rat_upgrade_god                                            | [Whats a Man to a King?]                                                                                               | Craft Rat Upgrade: God, turning your rat into an almost unstoppable killing machine                                                                                                                                                                                                                                                                                                                              | rats:rats/rat_upgrade_warrior                   |
| rats:rats/rat_upgrade_nonbeliever                                    | [Whats a God to a Nonbeliever?]                                                                                        | Craft a Rat Upgrade: Nonbeliever, the one rat upgrade to rule them all                                                                                                                                                                                                                                                                                                                                           | rats:rats/rat_upgrade_god                       |
| rats:rats/rat_upgrade_pirat                                          | [Aye-Aye Captain!]                                                                                                     | Craft a Rat Upgrade: Buccaneer, giving unnecessary 16th century firepower to a rat                                                                                                                                                                                                                                                                                                                               | rats:rats/pirat                                 |
| rats:rats/rat_upgrade_platter                                        | [Carry Weight 64]                                                                                                      | Craft Rat Upgrade: Platter, used to make rats transport an entire stack of items at a time                                                                                                                                                                                                                                                                                                                       | rats:rats/cheese_staff                          |
| rats:rats/rat_upgrade_psychic                                        | [Not a USB Stick]                                                                                                      | Craft a Rat Upgrade: Psychic, and have your very own psychic rat                                                                                                                                                                                                                                                                                                                                                 | rats:rats/neoratlantean                         |
| rats:rats/rat_upgrade_ratinator                                      | [Like Tears in the Rain]                                                                                               | Craft a Rat Upgrade: Ratinator, bringing a deadly rat cyborg to life                                                                                                                                                                                                                                                                                                                                             | rats:rats/marbled_cheese_golem                  |
| rats:rats/rat_upgrade_strength                                       | [Rat Karate]                                                                                                           | Craft Rat Upgrade: Strength, making your rat pack a powerful punch                                                                                                                                                                                                                                                                                                                                               | rats:rats/rat_upgrade_basic                     |
| rats:rats/rat_upgrade_warrior                                        | [Rat Warrior Clan]                                                                                                     | Craft Rat Upgrade: Warrior, making your rat stringer, have armor and higher health                                                                                                                                                                                                                                                                                                                               | rats:rats/rat_upgrade_strength                  |
| rats:rats/ratglove_petals                                            | [Flower Power]                                                                                                         | Craft Ratglove Petals from nine Ratglove Flowers                                                                                                                                                                                                                                                                                                                                                                 | rats:rats/ratlantis                             |
| rats:rats/ratlantean_spirit                                          | [Ashes of a Trillion Dead Souls]                                                                                       | Encounter the long dead ghost of a Ratlantean                                                                                                                                                                                                                                                                                                                                                                    | rats:rats/ratlantis                             |
| rats:rats/ratlantis                                                  | [Ratlantis!]                                                                                                           | Use Chunky Cheese Token anywhere to create a portal to Ratlantis. Enter through the portal!                                                                                                                                                                                                                                                                                                                      | rats:rats/token                                 |
| rats:rats/root                                                       | [Rats]                                                                                                                 | Rat Patootie                                                                                                                                                                                                                                                                                                                                                                                                     | -                                               |
| rats:rats/tame_rat                                                   | [An Unlikely Alliance]                                                                                                 | Tame a rat by dropping cheese near it repeatedly until it is full                                                                                                                                                                                                                                                                                                                                                | rats:rats/cheese                                |
| rats:rats/token                                                      | [What lottery? The lottery, that's what lottery! Are you stupid? Only lottery that matters! Oh my god smell that air!] | Obtain a Chunky Cheese Token from a rat! Good job!                                                                                                                                                                                                                                                                                                                                                               | rats:rats/root                                  |
| rats:rats/upgrade_combiner                                           | [MAXIMUM POWER!!!]                                                                                                     | Craft a Rat Upgrade Combiner, and start mixing upgrades together                                                                                                                                                                                                                                                                                                                                                 | rats:rats/marbled_cheese_golem                  |
| rats:rats/vial_of_sentience                                          | [The Risks I Took Were Calculated...]                                                                                  | Create a Vial of Conciousness with Ratlantean Spirit Flame and Feral Rat Claws. Make sure to throw it at a Feral Ratlantean!                                                                                                                                                                                                                                                                                     | rats:rats/feral_ratlantean                      |
| reskillable:main/attack_5                                            | [Attack!]                                                                                                              | You've Leveled Attack to 5                                                                                                                                                                                                                                                                                                                                                                                       | reskillable:main/root                           |
| reskillable:main/root                                                | [First Level Up!]                                                                                                      | You've Leveled your First Skill                                                                                                                                                                                                                                                                                                                                                                                  | -                                               |
| sereneseasons:recipes/redstone/season_sensor                         | sereneseasons:recipes/redstone/season_sensor                                                                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                               |
| sereneseasons:recipes/tools/season_clock                             | sereneseasons:recipes/tools/season_clock                                                                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                               |
| spartanweaponry:archery                                              | [Archer's Arsenal]                                                                                                     | Ranged Weapons!                                                                                                                                                                                                                                                                                                                                                                                                  | spartanweaponry:root                            |
| spartanweaponry:battleaxe                                            | [...And my Axe!]                                                                                                       | Craft a Battleaxe                                                                                                                                                                                                                                                                                                                                                                                                | spartanweaponry:melee                           |
| spartanweaponry:boomerang                                            | [It Comes Back?]                                                                                                       | Craft a Boomerang                                                                                                                                                                                                                                                                                                                                                                                                | spartanweaponry:throwing_weapons                |
| spartanweaponry:caestus                                              | [Fisticuffs]                                                                                                           | Craft a Caestus                                                                                                                                                                                                                                                                                                                                                                                                  | spartanweaponry:melee                           |
| spartanweaponry:club                                                 | [Going Clubbing]                                                                                                       | Craft a Club                                                                                                                                                                                                                                                                                                                                                                                                     | spartanweaponry:melee                           |
| spartanweaponry:crossbow                                             | [Lock & Load!]                                                                                                         | Craft a Crossbow                                                                                                                                                                                                                                                                                                                                                                                                 | spartanweaponry:archery                         |
| spartanweaponry:dagger                                               | [A Rogue's Best Friend]                                                                                                | Craft a Dagger                                                                                                                                                                                                                                                                                                                                                                                                   | spartanweaponry:throwing_weapons                |
| spartanweaponry:glaive                                               | [Straightening the Scythes]                                                                                            | Craft a Glaive                                                                                                                                                                                                                                                                                                                                                                                                   | spartanweaponry:melee                           |
| spartanweaponry:greatsword                                           | [A Cut Above the Rest]                                                                                                 | Craft a Greatsword                                                                                                                                                                                                                                                                                                                                                                                               | spartanweaponry:melee                           |
| spartanweaponry:halberd                                              | [Halberdier]                                                                                                           | Craft a Halberd                                                                                                                                                                                                                                                                                                                                                                                                  | spartanweaponry:melee                           |
| spartanweaponry:hammer                                               | [Hammer Time!]                                                                                                         | Craft a Hammer                                                                                                                                                                                                                                                                                                                                                                                                   | spartanweaponry:melee                           |
| spartanweaponry:javelin                                              | [Not the Olympic Type]                                                                                                 | Craft a Javelin                                                                                                                                                                                                                                                                                                                                                                                                  | spartanweaponry:throwing_weapons                |
| spartanweaponry:katana                                               | [A Samurai's Blade]                                                                                                    | Craft a Katana                                                                                                                                                                                                                                                                                                                                                                                                   | spartanweaponry:melee                           |
| spartanweaponry:lance                                                | [The Fourth Horseman]                                                                                                  | Craft a Lance                                                                                                                                                                                                                                                                                                                                                                                                    | spartanweaponry:melee                           |
| spartanweaponry:longbow                                              | [Long-Range Archery]                                                                                                   | Craft a Longbow                                                                                                                                                                                                                                                                                                                                                                                                  | spartanweaponry:archery                         |
| spartanweaponry:longsword                                            | [A Bigger Blade]                                                                                                       | Craft a Longsword                                                                                                                                                                                                                                                                                                                                                                                                | spartanweaponry:melee                           |
| spartanweaponry:mace                                                 | [Smash and Bash!]                                                                                                      | Craft a Mace                                                                                                                                                                                                                                                                                                                                                                                                     | spartanweaponry:melee                           |
| spartanweaponry:melee                                                | [Warrior's Arsenal]                                                                                                    | Melee Weapons!                                                                                                                                                                                                                                                                                                                                                                                                   | spartanweaponry:root                            |
| spartanweaponry:pike                                                 | [Pike Off!]                                                                                                            | Craft a Pike                                                                                                                                                                                                                                                                                                                                                                                                     | spartanweaponry:melee                           |
| spartanweaponry:quarterstaff                                         | [A Not-so-pointy Stick!]                                                                                               | Craft a Quarterstaff                                                                                                                                                                                                                                                                                                                                                                                             | spartanweaponry:melee                           |
| spartanweaponry:rapier                                               | [En Garde!]                                                                                                            | Craft a Rapier                                                                                                                                                                                                                                                                                                                                                                                                   | spartanweaponry:melee                           |
| spartanweaponry:root                                                 | [Spartan Weaponry]                                                                                                     | Weapons Galore!                                                                                                                                                                                                                                                                                                                                                                                                  | -                                               |
| spartanweaponry:saber                                                | [Swashbuckler]                                                                                                         | Craft a Saber                                                                                                                                                                                                                                                                                                                                                                                                    | spartanweaponry:melee                           |
| spartanweaponry:spear                                                | [Tip of the Spear]                                                                                                     | Craft a Spear                                                                                                                                                                                                                                                                                                                                                                                                    | spartanweaponry:melee                           |
| spartanweaponry:throwing_axe                                         | [Tomahawk]                                                                                                             | Craft a Throwing Axe                                                                                                                                                                                                                                                                                                                                                                                             | spartanweaponry:throwing_weapons                |
| spartanweaponry:throwing_knife                                       | [An Assassin's Need]                                                                                                   | Craft a Throwing Knife                                                                                                                                                                                                                                                                                                                                                                                           | spartanweaponry:throwing_weapons                |
| spartanweaponry:throwing_weapons                                     | [Assassin's Arsenal]                                                                                                   | Throwing Weapons!                                                                                                                                                                                                                                                                                                                                                                                                | spartanweaponry:root                            |
| spartanweaponry:warhammer                                            | [Blunt-force Trauma]                                                                                                   | Craft a Warhammer                                                                                                                                                                                                                                                                                                                                                                                                | spartanweaponry:melee                           |
| twilightforest:alt/biomes/dark_forest                                | twilightforest:alt/biomes/dark_forest                                                                                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                         |
